iter	MultiClass
711	0.01097444887
712	0.01096038317
713	0.01095699601
714	0.01094159388
715	0.01092355273
716	0.0109070808
717	0.01089156216
718	0.01087571371
719	0.01085494579
720	0.01084301197
721	0.0108276944
722	0.01081403942
723	0.01079930557
724	0.01078664449
725	0.01076840173
726	0.01075436978
727	0.01073719152
728	0.01072385669
729	0.01070855893
730	0.01069262091
731	0.01067708135
732	0.01066284614
733	0.01065253464
734	0.01062546656
735	0.01061122269
736	0.01059090914
737	0.01057437553
738	0.01055520647
739	0.01054312308
740	0.0105282768
741	0.01051128381
742	0.01049717691
743	0.01048271489
744	0.01046356966
745	0.01044588524
746	0.01043126423
747	0.01041814338
748	0.01040398368
749	0.01039190743
750	0.01037204653
751	0.01035910587
752	0.01034429721
753	0.010327994
754	0.0103127344
755	0.01029922861
756	0.01028400754
757	0.01026940065
758	0.01024939861
759	0.01023715572
760	0.01022320147
761	0.01020931935
762	0.01020064165
763	0.01018622642
764	0.01016742536
765	0.01015189226
766	0.01013920412
767	0.01012228664
768	0.010108507
769	0.01009534217
770	0.01008741591
771	0.01006945992
772	0.01005687175
773	0.0100442408
774	0.01003284325
775	0.01001938941
776	0.01000612163
777	0.009992203246
778	0.009978294257
779	0.00996379538
780	0.009946932734
781	0.009932492626
782	0.009912551614
783	0.00989592284
784	0.009884608883
785	0.00986892142
786	0.009856673761
787	0.009843656469
788	0.009824126767
789	0.009810687056
790	0.009798761411
791	0.009785990013
792	0.009774014499
793	0.009760263296
794	0.009751042167
795	0.009738342444
796	0.009725501997
797	0.009714800399
798	0.009700197781
799	0.00968855168
800	0.009670924637
801	0.009660721465
802	0.009649713677
803	0.009639038508
804	0.009625171182
805	0.009614226365
806	0.009601865616
807	0.009583856937
808	0.009573760219
809	0.009562416051
810	0.009552185801
811	0.009537326258
812	0.009522334444
813	0.009511794743
814	0.009496985967
815	0.009483017003
816	0.009467812553
817	0.009455199993
818	0.00944236489
819	0.009430950502
820	0.009418825744
821	0.009407421724
822	0.009392388092
823	0.009379272998
824	0.009365863759
825	0.00935382214
826	0.009330721941
827	0.009318026612
828	0.009304368616
829	0.009290848495
830	0.009285497352
831	0.009271710357
832	0.009255804591
833	0.009246215213
834	0.009234736193
835	0.009221493175
836	0.009211686562
837	0.009199793288
838	0.009187431906
839	0.009177909403
840	0.009166817561
841	0.009153148448
842	0.00914297864
843	0.009131005739
844	0.009118168687
845	0.009106879396
846	0.009095124664
847	0.009081637586
848	0.009067288828
849	0.009056352838
850	0.009046366195
851	0.009037534421
852	0.009019819256
853	0.009015847491
854	0.009005068523
855	0.008989016289
856	0.008977520248
857	0.008963867566
858	0.008950962603
859	0.008938837859
860	0.008927960243
861	0.008915606425
862	0.008905997991
863	0.008893861512
864	0.008884202098
865	0.008873980982
866	0.008859646411
867	0.008844682166
868	0.008832658806
869	0.008825705787
870	0.008812239806
871	0.008801912025
872	0.008790343725
873	0.00877574194
874	0.008763672546
875	0.008753228203
876	0.008742721091
877	0.008734129376
878	0.00871940209
879	0.008707100647
880	0.008698772128
881	0.008689585878
882	0.008679736526
883	0.008669081538
884	0.008657413134
885	0.008645611117
886	0.008634186518
887	0.008623926888
888	0.008615292784
889	0.008605639169
890	0.008596611652
891	0.008587830171
892	0.008579402724
893	0.008570222067
894	0.008557224089
895	0.008545209602
896	0.008535210963
897	0.008523800937
898	0.008512495637
899	0.008499757501
900	0.008489823372
901	0.008480383298
902	0.00847154823
903	0.008465494799
904	0.008456632319
905	0.008445005752
906	0.008435297339
907	0.008424539637
908	0.008416051477
909	0.0084022633
910	0.008395480173
911	0.00838520766
912	0.008373513832
913	0.00836357467
914	0.008352171442
915	0.008338533702
916	0.008329203003
917	0.008319461053
918	0.008307613366
919	0.008296290038
920	0.008283940356
921	0.008273514217
922	0.008263045254
923	0.00825063638
924	0.008241296097
925	0.00823199802
926	0.008221599417
927	0.008209185016
928	0.008200139506
929	0.00819088494
930	0.008182170958
931	0.008170203991
932	0.008157068786
933	0.008144657022
934	0.008133065298
935	0.008125811308
936	0.008113868198
937	0.008104428471
938	0.008094966158
939	0.008089458147
940	0.008078906498
941	0.008066705634
942	0.008058943212
943	0.008050594178
944	0.008038288844
945	0.008030026559
946	0.008021463196
947	0.008011523187
948	0.008004657887
949	0.007993995056
950	0.007985837726
951	0.007975590866
952	0.007967396357
953	0.007957085472
954	0.007948443217
955	0.007939942232
956	0.007932914268
957	0.007922696853
958	0.007915162056
959	0.007908136843
960	0.007900507179
961	0.007891321524
962	0.007881093178
963	0.007871252721
964	0.007864084492
965	0.007862140884
966	0.007848483532
967	0.007837247875
968	0.007829839224
969	0.007818653266
970	0.007811852601
971	0.007802975095
972	0.007794598673
973	0.007785416926
974	0.007774345873
975	0.007765428618
976	0.007756558297
977	0.007749203883
978	0.007740326006
979	0.007732660373
980	0.007725664345
981	0.007715188939
982	0.007708444334
983	0.007700849555
984	0.007692713317
985	0.007685093294
986	0.007678418474
987	0.007667873605
988	0.007658455021
989	0.007654454213
990	0.007647469615
991	0.007641674627
992	0.00763591188
993	0.007628566022
994	0.007619161363
995	0.007611794015
996	0.007602741846
997	0.007592869636
998	0.007585363725
999	0.007579977216
